ID,label
556,negative
557,positive
558,neutral
559,neutral
560,neutral
561,positive
562,negative
563,neutral
564,negative
565,neutral
566,positive
567,negative
568,neutral
569,positive
570,neutral
571,negative
572,neutral
573,positive
574,neutral
575,neutral
576,neutral
577,negative
578,positive
579,neutral
580,positive
581,positive
582,positive
583,neutral
584,positive
585,negative
586,neutral
587,positive
588,positive
589,positive
590,positive
591,neutral
592,negative
593,neutral
594,positive
595,positive
596,negative
597,positive
598,negative
599,neutral
600,negative
601,neutral
602,negative
603,neutral
604,negative
605,neutral
606,neutral
607,negative
608,negative
609,positive
610,neutral
611,positive
612,negative
613,neutral
614,neutral
615,neutral
616,neutral
617,neutral
618,neutral
619,neutral
620,neutral
621,positive
622,negative
623,neutral
624,neutral
625,neutral
626,negative
627,positive
628,neutral
629,positive
630,positive
631,negative
632,positive
633,negative
634,positive
635,positive
636,neutral
637,neutral
638,neutral
639,neutral
640,positive
641,negative
642,negative
643,positive
644,neutral
645,neutral
646,positive
647,positive
648,negative
649,neutral
650,positive
651,negative
652,neutral
653,positive
654,neutral
655,positive
656,neutral
657,negative
658,positive
659,negative
660,negative
661,positive
662,positive
663,negative
664,neutral
665,neutral
666,negative
667,negative
668,positive
669,negative
670,neutral
671,negative
672,neutral
673,neutral
674,neutral
675,positive
676,positive
677,positive
678,neutral
679,neutral
680,negative
681,neutral
682,neutral
683,negative
684,negative
685,negative
686,positive
687,neutral
688,neutral
689,negative
690,positive
691,positive
692,positive
693,positive
694,neutral
695,neutral
696,negative
697,neutral
698,positive
699,neutral
700,positive
701,neutral
702,neutral
703,neutral
704,positive
705,neutral
706,negative
707,neutral
708,neutral
709,positive
710,negative
711,negative
712,neutral
713,positive
714,negative
715,negative
716,positive
717,positive
718,negative
719,positive
720,negative
721,neutral
722,neutral
723,negative
724,negative
725,positive
726,neutral
727,positive
728,neutral
729,negative
730,neutral
731,neutral
732,negative
733,positive
734,positive
735,positive
736,neutral
737,neutral
738,negative
739,negative
740,positive
741,neutral
742,negative
743,positive
744,neutral
745,neutral
746,negative
747,neutral
748,negative
749,neutral
750,neutral
751,positive
752,positive
753,neutral
754,neutral
755,neutral
756,negative
757,negative
758,neutral
759,negative
760,positive
761,positive
762,negative
763,negative
764,negative
765,neutral
766,positive
767,neutral
768,neutral
769,neutral
770,neutral
771,positive
772,positive
773,negative
774,neutral
775,negative
776,neutral
777,positive
778,positive
779,neutral
780,neutral
781,neutral
782,negative
783,negative
784,negative
785,neutral
786,neutral
787,positive
788,neutral
789,negative
790,negative
791,neutral
792,positive
793,positive
794,positive
795,neutral
796,neutral
797,negative
798,neutral
799,positive
800,neutral
801,negative
802,positive
803,negative
804,negative
805,negative
806,neutral
807,neutral
808,positive
809,negative
810,neutral
811,negative
812,neutral
813,positive
814,negative
815,negative
816,negative
817,neutral
818,negative
819,negative
820,positive
821,neutral
822,negative
823,neutral
824,negative
825,positive
826,positive
827,positive
828,neutral
829,negative
830,neutral
831,positive
832,neutral
833,positive
834,positive
835,negative
836,positive
837,positive
838,positive
839,positive
840,negative
841,negative
842,negative
843,negative
844,negative
845,neutral
846,negative
847,negative
848,positive
849,neutral
850,neutral
851,neutral
852,negative
853,positive
854,negative
855,negative
856,positive
857,negative
858,neutral
859,positive
860,positive
861,neutral
862,positive
863,negative
864,positive
865,neutral
866,negative
867,neutral
868,negative
869,positive
870,neutral
871,neutral
872,positive
873,negative
874,neutral
875,neutral
876,neutral
877,neutral
878,negative
879,positive
880,neutral
881,negative
882,negative
883,neutral
884,positive
885,neutral
886,positive
887,neutral
888,positive
889,neutral
890,negative
891,neutral
892,neutral
893,positive
894,neutral
895,positive
896,positive
897,negative
898,neutral
899,negative
900,positive
901,negative
902,negative
903,positive
904,neutral
905,neutral
906,neutral
907,neutral
908,positive
909,positive
910,positive
911,neutral
912,neutral
913,positive
914,neutral
915,neutral
916,positive
917,neutral
918,neutral
919,negative
920,positive
921,positive
922,neutral
923,positive
924,positive
925,positive
926,neutral
927,neutral
928,neutral
929,neutral
930,negative
931,positive
932,positive
933,neutral
934,negative
935,positive
936,neutral
937,positive
938,positive
939,positive
940,positive
941,negative
942,negative
943,negative
944,negative
945,neutral
946,neutral
947,neutral
948,neutral
949,neutral
950,positive
951,neutral
952,positive
953,neutral
954,neutral
955,positive
956,negative
957,neutral
958,negative
959,neutral
960,positive
961,neutral
962,positive
963,neutral
964,neutral
965,negative
966,positive
967,neutral
968,neutral
969,positive
970,negative
971,neutral
972,neutral
973,positive
974,positive
975,positive
976,negative
977,neutral
978,neutral
979,positive
980,neutral
981,positive
982,neutral
983,neutral
984,neutral
985,neutral
986,negative
987,positive
988,neutral
989,positive
990,positive
991,neutral
992,negative
993,positive
994,negative
995,positive
996,positive
997,neutral
998,neutral
999,positive
1000,negative
1001,neutral
1002,positive
1003,negative
1004,negative
1005,neutral
1006,neutral
1007,positive
1008,neutral
1009,positive
1010,negative
1011,positive
1012,negative
1013,positive
1014,negative
1015,neutral
1016,negative
1017,positive
1018,positive
1019,neutral
1020,negative
1021,neutral
1022,positive
1023,neutral
1024,positive
1025,negative
1026,neutral
1027,positive
1028,positive
1029,positive
1030,neutral
1031,positive
1032,neutral
1033,neutral
1034,neutral
1035,positive
1036,negative
1037,negative
1038,negative
1039,positive
1040,positive
1041,positive
1042,neutral
1043,negative
1044,positive
1045,neutral
1046,neutral
1047,positive
1048,positive
1049,positive
1050,negative
1051,neutral
1052,neutral
1053,negative
1054,positive
1055,negative
1056,positive
1057,negative
1058,neutral
1059,positive
1060,neutral
1061,neutral
1062,positive
1063,neutral
1064,negative
1065,positive
1066,positive
1067,negative
1068,positive
1069,positive
1070,positive
1071,neutral
1072,neutral
1073,neutral
1074,negative
1075,neutral
1076,neutral
1077,neutral
1078,neutral
1079,neutral
1080,negative
1081,positive
1082,positive
1083,neutral
1084,neutral
1085,positive
1086,neutral
1087,neutral
1088,positive
1089,neutral
1090,negative
1091,negative
1092,neutral
1093,positive
1094,positive
1095,positive
1096,negative
1097,neutral
1098,neutral
1099,neutral
1100,positive
1101,positive
1102,positive
1103,neutral
1104,neutral
1105,neutral
1106,neutral
1107,positive
1108,positive
1109,negative
1110,positive
1111,positive
1112,neutral
1113,positive
1114,neutral
1115,neutral
1116,neutral
1117,positive
1118,positive
1119,negative
1120,positive
1121,neutral
1122,neutral
1123,negative
1124,positive
1125,positive
1126,negative
1127,neutral
1128,positive
1129,neutral
1130,neutral
1131,negative
1132,neutral
1133,neutral
1134,neutral
1135,negative
1136,positive
1137,negative
1138,negative
1139,neutral
1140,negative
1141,positive
1142,negative
1143,neutral
1144,negative
1145,neutral
1146,neutral
1147,negative
1148,neutral
1149,positive
1150,negative
1151,positive
1152,negative
1153,neutral
1154,positive
1155,negative
1156,positive
1157,neutral
1158,neutral
1159,positive
1160,neutral
1161,neutral
1162,positive
1163,positive
1164,neutral
1165,negative
1166,positive
1167,negative
1168,neutral
1169,negative
1170,neutral
1171,neutral
1172,neutral
1173,neutral
1174,negative
1175,negative
1176,positive
1177,positive
1178,negative
1179,positive
1180,negative
1181,negative
1182,negative
1183,positive
1184,neutral
1185,neutral
1186,positive
1187,neutral
1188,positive
1189,positive
1190,neutral
1191,positive
1192,neutral
1193,positive
1194,neutral
1195,negative
1196,positive
1197,positive
1198,negative
1199,positive
1200,positive
1201,neutral
1202,neutral
1203,positive
1204,neutral
1205,negative
1206,positive
1207,negative
1208,negative
1209,positive
1210,negative
1211,negative
1212,positive
1213,positive
1214,neutral
1215,positive
1216,positive
1217,positive
1218,neutral
1219,neutral
1220,positive
1221,positive
1222,neutral
1223,positive
1224,negative
1225,positive
1226,positive
1227,positive
1228,negative
1229,negative
1230,neutral
1231,neutral
1232,neutral
1233,neutral
1234,neutral
1235,negative
1236,neutral
1237,negative
1238,neutral
1239,neutral
1240,positive
1241,positive
1242,neutral
1243,positive
1244,positive
1245,negative
1246,neutral
1247,positive
1248,positive
1249,positive
1250,negative
1251,negative
1252,negative
1253,negative
1254,negative
1255,neutral
1256,neutral
1257,neutral
1258,negative
1259,positive
1260,positive
1261,positive
1262,negative
1263,neutral
1264,neutral
1265,neutral
1266,negative
1267,positive
1268,negative
1269,negative
1270,neutral
1271,negative
1272,positive
1273,positive
1274,positive
1275,positive
1276,negative
1277,positive
1278,neutral
1279,negative
1280,positive
1281,positive
1282,negative
1283,positive
1284,negative
1285,positive
1286,positive
1287,negative
1288,positive
1289,neutral
1290,positive
1291,neutral
1292,negative
1293,positive
1294,negative
1295,positive
1296,negative
1297,positive
1298,positive
1299,neutral
1300,negative
1301,neutral
1302,positive
1303,positive
1304,neutral
1305,negative
1306,neutral
1307,positive
1308,positive
1309,neutral
1310,neutral
1311,neutral
1312,positive
1313,positive
1314,negative
1315,neutral
1316,positive
1317,positive
1318,neutral
1319,positive
1320,neutral
1321,negative
1322,positive
1323,negative
1324,neutral
1325,positive
1326,positive
1327,negative
1328,positive
1329,neutral
1330,positive
1331,positive
1332,negative
1333,positive
1334,neutral
1335,positive
1336,positive
1337,neutral
1338,neutral
1339,negative
1340,negative
1341,neutral
1342,negative
1343,positive
1344,positive
1345,neutral
1346,neutral
1347,negative
1348,negative
1349,neutral
1350,neutral
1351,negative
1352,positive
1353,negative
1354,positive
1355,neutral
1356,neutral
1357,neutral
1358,neutral
1359,neutral
1360,neutral
1361,positive
1362,negative
1363,neutral
1364,neutral
1365,neutral
1366,neutral
1367,neutral
1368,negative
1369,negative
1370,neutral
1371,positive
1372,positive
1373,negative
1374,negative
1375,positive
1376,negative
1377,negative
1378,positive
1379,positive
1380,neutral
1381,positive
1382,positive
1383,neutral
1384,positive
1385,positive
1386,negative
1387,negative
1388,neutral
1389,neutral
1390,positive
1391,negative
1392,positive
1393,positive
1394,neutral
1395,negative
1396,negative
1397,neutral
1398,positive
1399,positive
1400,negative
1401,positive
1402,neutral
1403,neutral
1404,neutral
1405,neutral
1406,positive
1407,neutral
1408,positive
1409,neutral
1410,neutral
1411,positive
1412,positive
1413,positive
1414,positive
1415,negative
1416,neutral
1417,neutral
1418,positive
1419,negative
1420,positive
1421,neutral
1422,negative
1423,negative
1424,neutral
1425,neutral
1426,positive
1427,positive
1428,positive
1429,neutral
1430,positive
1431,positive
1432,neutral
1433,neutral
1434,neutral
1435,positive
1436,neutral
1437,negative
1438,positive
1439,neutral
1440,positive
1441,positive
1442,neutral
1443,positive
1444,neutral
1445,neutral
1446,neutral
1447,negative
1448,negative
1449,neutral
1450,negative
1451,positive
1452,positive
1453,positive
1454,negative
1455,negative
1456,neutral
1457,neutral
1458,negative
1459,negative
1460,neutral
1461,positive
1462,positive
1463,negative
1464,negative
1465,negative
1466,positive
1467,positive
1468,neutral
1469,neutral
1470,positive
1471,neutral
1472,negative
1473,positive
1474,positive
1475,neutral
1476,positive
1477,positive
1478,neutral
1479,positive
1480,neutral
1481,positive
1482,negative
1483,positive
1484,neutral
1485,negative
1486,positive
1487,neutral
1488,neutral
1489,neutral
1490,neutral
1491,positive
1492,positive
1493,negative
1494,negative
1495,neutral
1496,positive
1497,neutral
1498,neutral
1499,positive
1500,negative
1501,negative
1502,positive
1503,neutral
1504,positive
1505,neutral
1506,neutral
1507,neutral
1508,neutral
1509,negative
1510,positive
1511,neutral
1512,neutral
1513,positive
1514,positive
1515,negative
1516,positive
1517,neutral
1518,positive
1519,negative
1520,positive
1521,neutral
1522,negative
1523,positive
1524,neutral
1525,negative
1526,neutral
1527,neutral
1528,positive
1529,positive
1530,neutral
1531,positive
1532,neutral
1533,neutral
1534,negative
1535,negative
1536,positive
1537,negative
1538,positive
1539,negative
1540,neutral
1541,neutral
1542,positive
1543,neutral
1544,neutral
1545,positive
1546,neutral
1547,neutral
1548,positive
1549,positive
1550,positive
1551,positive
1552,positive
1553,negative
1554,positive
1555,positive
1556,positive
1557,negative
1558,negative
1559,negative
1560,neutral
1561,neutral
1562,positive
1563,positive
1564,neutral
1565,neutral
1566,neutral
1567,neutral
1568,negative
1569,neutral
1570,positive
1571,neutral
1572,positive
1573,positive
1574,neutral
1575,positive
1576,negative
1577,negative
1578,positive
1579,positive
1580,neutral
1581,negative
1582,neutral
1583,neutral
1584,positive
1585,negative
1586,neutral
1587,positive
1588,neutral
1589,negative
1590,neutral
1591,positive
1592,neutral
1593,positive
1594,positive
1595,negative
1596,negative
1597,negative
1598,positive
1599,positive
1600,neutral
1601,positive
1602,neutral
1603,negative
1604,negative
1605,neutral
1606,positive
1607,neutral
1608,neutral
1609,positive
1610,positive
1611,positive
1612,neutral
1613,neutral
1614,neutral
1615,negative
1616,neutral
1617,positive
1618,negative
1619,neutral
1620,positive
1621,negative
1622,neutral
1623,neutral
1624,neutral
1625,negative
1626,neutral
1627,neutral
1628,neutral
1629,positive
1630,positive
1631,neutral
1632,neutral
1633,positive
1634,negative
1635,negative
1636,positive
1637,neutral
1638,positive
1639,negative
1640,positive
1641,positive
1642,neutral
1643,positive
1644,positive
1645,negative
1646,positive
1647,neutral
1648,negative
1649,negative
1650,positive
1651,negative
1652,negative
1653,positive
1654,positive
1655,neutral
1656,neutral
1657,neutral
1658,neutral
1659,positive
1660,negative
1661,positive
1662,positive
1663,negative
1664,positive
1665,negative
1666,positive
1667,neutral
1668,positive
1669,positive
1670,neutral
1671,negative
1672,neutral
1673,neutral
1674,neutral
1675,positive
1676,positive
1677,negative
1678,neutral
1679,negative
1680,positive
1681,neutral
1682,neutral
1683,neutral
1684,negative
1685,neutral
1686,positive
1687,negative
1688,positive
1689,positive
1690,positive
1691,neutral
1692,positive
1693,negative
1694,negative
1695,neutral
1696,positive
1697,positive
1698,positive
1699,neutral
1700,positive
1701,positive
1702,neutral
1703,neutral
1704,positive
1705,neutral
1706,positive
1707,negative
1708,positive
1709,neutral
1710,neutral
1711,neutral
1712,positive
1713,positive
1714,neutral
1715,positive
1716,negative
1717,positive
1718,neutral
1719,positive
1720,positive
1721,negative
1722,positive
1723,neutral
1724,neutral
1725,neutral
1726,neutral
1727,positive
1728,neutral
1729,negative
1730,neutral
1731,neutral
1732,neutral
1733,neutral
1734,positive
1735,negative
1736,negative
1737,neutral
1738,neutral
1739,positive
1740,neutral
1741,negative
1742,negative
1743,neutral
1744,negative
1745,negative
1746,negative
1747,positive
1748,positive
1749,neutral
1750,negative
1751,neutral
1752,neutral
1753,positive
1754,positive
1755,neutral
1756,positive
1757,positive
1758,negative
1759,negative
1760,negative
1761,negative
1762,negative
1763,neutral
1764,negative
1765,positive
1766,neutral
1767,neutral
1768,negative
1769,negative
1770,positive
1771,positive
1772,positive
1773,negative
1774,negative
1775,positive
1776,positive
1777,neutral
1778,negative
1779,neutral
1780,neutral
1781,positive
1782,neutral
1783,positive
1784,positive
1785,positive
1786,neutral
1787,positive
1788,positive
1789,positive
1790,neutral
1791,positive
1792,neutral
1793,negative
1794,negative
1795,positive
1796,negative
1797,positive
1798,negative
1799,positive
1800,neutral
1801,neutral
1802,positive
1803,positive
1804,neutral
1805,neutral
1806,positive
1807,neutral
1808,positive
1809,negative
1810,neutral
1811,neutral
1812,positive
1813,negative
1814,positive
1815,neutral
1816,neutral
1817,positive
1818,negative
1819,neutral
1820,neutral
1821,positive
1822,positive
1823,negative
1824,positive
1825,neutral
1826,positive
1827,neutral
1828,positive
1829,positive
1830,neutral
1831,positive
1832,neutral
1833,neutral
1834,positive
1835,neutral
1836,neutral
1837,positive
1838,negative
1839,negative
1840,neutral
1841,neutral
1842,positive
1843,positive
1844,neutral
1845,neutral
1846,negative
1847,negative
1848,negative
1849,positive
1850,positive
1851,neutral
1852,negative
1853,neutral
1854,neutral
1855,neutral
1856,positive
1857,neutral
1858,neutral
1859,negative
1860,neutral
1861,positive
1862,positive
1863,neutral
1864,positive
1865,neutral
1866,neutral
1867,negative
1868,negative
1869,negative
1870,neutral
1871,positive
1872,neutral
1873,neutral
1874,positive
1875,neutral
1876,negative
1877,neutral
1878,neutral
1879,positive
1880,negative
1881,negative
1882,positive
1883,positive
1884,neutral
1885,neutral
1886,positive
1887,neutral
1888,neutral
1889,neutral
1890,positive
1891,neutral
1892,negative
1893,negative
1894,positive
1895,neutral
1896,negative
1897,positive
1898,positive
1899,neutral
1900,negative
1901,positive
1902,neutral
1903,negative
1904,neutral
1905,positive
1906,positive
1907,positive
1908,positive
1909,neutral
1910,positive
1911,negative
1912,neutral
1913,positive
1914,neutral
1915,neutral
1916,positive
1917,positive
1918,positive
1919,positive
1920,neutral
1921,negative
1922,neutral
1923,positive
1924,positive
1925,negative
1926,neutral
1927,positive
1928,neutral
1929,negative
1930,positive
1931,negative
1932,neutral
1933,negative
1934,neutral
1935,negative
1936,neutral
1937,positive
1938,positive
1939,neutral
1940,neutral
1941,neutral
1942,neutral
1943,positive
1944,neutral
1945,neutral
1946,neutral
1947,negative
1948,positive
1949,neutral
1950,neutral
1951,negative
1952,negative
1953,positive
1954,negative
1955,negative
1956,neutral
1957,neutral
1958,positive
1959,positive
1960,positive
1961,positive
1962,neutral
1963,neutral
1964,negative
1965,positive
1966,neutral
1967,negative
1968,neutral
1969,negative
1970,neutral
1971,neutral
1972,positive
1973,positive
1974,neutral
1975,neutral
1976,positive
1977,neutral
1978,positive
1979,negative
1980,neutral
1981,positive
1982,positive
1983,negative
1984,positive
1985,negative
1986,neutral
1987,neutral
1988,neutral
1989,negative
1990,neutral
1991,negative
1992,neutral
1993,negative
1994,neutral
1995,positive
1996,positive
1997,positive
1998,neutral
1999,neutral
2000,positive
2001,neutral
2002,positive
2003,neutral
2004,neutral
2005,negative
2006,neutral
2007,neutral
2008,positive
2009,positive
2010,positive
2011,negative
2012,negative
2013,positive
2014,negative
2015,negative
2016,positive
2017,positive
2018,positive
2019,negative
2020,positive
2021,neutral
2022,neutral
2023,neutral
2024,negative
2025,negative
2026,neutral
2027,negative
2028,negative
2029,negative
2030,negative
2031,neutral
2032,negative
2033,positive
2034,positive
2035,positive
2036,positive
2037,positive
2038,positive
2039,neutral
2040,negative
2041,negative
2042,positive
2043,negative
2044,neutral
2045,negative
2046,neutral
2047,neutral
2048,neutral
2049,negative
2050,neutral
2051,positive
2052,neutral
2053,positive
2054,negative
2055,positive
2056,positive
2057,positive
2058,neutral
2059,neutral
2060,neutral
2061,neutral
2062,negative
2063,negative
2064,neutral
2065,neutral
2066,neutral
2067,negative
2068,negative
2069,negative
2070,neutral
2071,neutral
2072,neutral
2073,positive
2074,negative
2075,negative
2076,neutral
2077,neutral
2078,neutral
2079,neutral
2080,neutral
2081,neutral
2082,neutral
2083,neutral
2084,neutral
2085,positive
2086,negative
2087,positive
2088,negative
2089,neutral
2090,neutral
2091,negative
2092,positive
2093,negative
2094,neutral
2095,positive
2096,negative
2097,neutral
2098,positive
2099,neutral
2100,neutral
2101,neutral
2102,neutral
2103,positive
2104,positive
2105,neutral
2106,neutral
2107,negative
2108,negative
2109,neutral
2110,neutral
2111,negative
2112,neutral
2113,positive
2114,neutral
2115,positive
2116,negative
2117,positive
2118,neutral
2119,positive
2120,negative
2121,negative
2122,negative
2123,neutral
2124,neutral
2125,neutral
2126,negative
2127,negative
2128,neutral
2129,neutral
2130,neutral
2131,positive
2132,positive
2133,neutral
2134,neutral
2135,neutral
2136,negative
2137,negative
2138,neutral
2139,negative
2140,neutral
2141,negative
2142,negative
2143,negative
2144,positive
2145,neutral
2146,neutral
2147,positive
2148,negative
2149,positive
2150,neutral
2151,negative
2152,negative
2153,neutral
2154,neutral
2155,neutral
2156,positive
2157,positive
2158,neutral
2159,positive
2160,positive
2161,positive
2162,neutral
2163,positive
2164,negative
2165,negative
2166,positive
2167,neutral
2168,neutral
2169,neutral
2170,negative
2171,negative
2172,neutral
2173,neutral
2174,positive
2175,positive
2176,neutral
2177,neutral
2178,positive
2179,neutral
2180,neutral
2181,positive
2182,positive
2183,positive
2184,neutral
2185,neutral
2186,positive
2187,neutral
2188,negative
2189,neutral
2190,negative
2191,neutral
2192,negative
2193,negative
2194,neutral
2195,neutral
2196,negative
2197,positive
2198,neutral
2199,negative
2200,positive
2201,positive
2202,positive
2203,positive
2204,neutral
2205,neutral
2206,neutral
2207,neutral
2208,positive
2209,positive
2210,negative
2211,positive
2212,neutral
2213,neutral
2214,neutral
2215,negative
2216,negative
2217,positive
2218,neutral
2219,negative
2220,negative
2221,positive
2222,positive
2223,positive
2224,positive
2225,positive
2226,positive
2227,negative
2228,neutral
2229,negative
2230,positive
2231,positive
2232,neutral
2233,neutral
2234,positive
2235,neutral
2236,neutral
2237,neutral
2238,neutral
2239,negative
2240,neutral
2241,negative
2242,positive
2243,neutral
2244,positive
2245,neutral
2246,negative
2247,negative
2248,neutral
2249,neutral
2250,neutral
2251,neutral
2252,neutral
2253,positive
2254,neutral
2255,negative
2256,negative
2257,positive
2258,positive
2259,negative
2260,positive
2261,positive
2262,neutral
2263,neutral
2264,neutral
2265,neutral
2266,positive
2267,positive
2268,neutral
2269,neutral
2270,negative
2271,negative
2272,negative
2273,positive
2274,positive
2275,positive
2276,negative
2277,negative
2278,positive
2279,positive
2280,negative
2281,negative
2282,negative
2283,neutral
2284,negative
2285,neutral
2286,negative
2287,neutral
2288,positive
2289,positive
2290,negative
2291,positive
2292,neutral
2293,neutral
2294,neutral
2295,positive
2296,positive
2297,negative
2298,positive
2299,neutral
2300,positive
2301,negative
2302,negative
2303,neutral
2304,negative
2305,negative
2306,positive
2307,negative
2308,negative
2309,positive
2310,negative
2311,neutral
2312,negative
2313,neutral
2314,neutral
2315,neutral
2316,neutral
2317,positive
2318,negative
2319,negative
2320,negative
2321,positive
2322,neutral
2323,neutral
2324,positive
2325,negative
2326,neutral
2327,negative
2328,positive
2329,negative
2330,neutral
2331,positive
2332,negative
2333,neutral
2334,positive
2335,positive
2336,negative
2337,negative
2338,positive
2339,neutral
2340,neutral
2341,positive
2342,neutral
2343,negative
2344,positive
2345,positive
